run_key,status,aug1,aug2,aug_ratio,pretrain_lr,pretrain_seed,source_dataset,target_dataset,source_original_dim,target_original_dim,svd_dim,feature_alignment,source_svd_sha256,encoder_dimensions,target_nodes,target_edges,shot,split,train_n,val_n,test_n,val_accuracy,test_accuracy,checkpoint_sha256,checkpoint,log_path,recorded_utc,error
a1=permE|a2=maskN|r=0.3|s=4,ok,permE,maskN,0.3,0.001,4,Citeseer_Nettack_LCC,Cora_full_clean,3703,1433,100,independent_svd_shape_only,c5acb8034c33d907e4aec92fda71254e59b556367d9c96a92964f75044bbbb3e,100->256->256,2708,13264,5,1,35,265,2408,0.415094,0.439784,cb638bfd35f07f78ab6f63f3e85e334ba17408e64e487c366c3502f952d6f3f8,/home/user/LnL/DFS_HK5/pre_trained_model_raw/Citeseer.GraphCL.GCN.256_hidden_dim.preprocess_svd_100.aug1_permE.aug2_maskN.lr_0.001.ratio_0.3.seed_4.pth,/home/user/LnL/DFS_HK5/logs/citeseer_svd100_to_cora_svd100_graphcl_135/run_logs/a1_permE__a2_maskN__r_0.3__s_4.attempt_20260804T155057Z_1343893.log,2026-08-04T15:51:35+00:00,
a1=maskN|a2=dropN|r=0.3|s=4,ok,maskN,dropN,0.3,0.001,4,Citeseer_Nettack_LCC,Cora_full_clean,3703,1433,100,independent_svd_shape_only,c5acb8034c33d907e4aec92fda71254e59b556367d9c96a92964f75044bbbb3e,100->256->256,2708,13264,5,1,35,265,2408,0.513208,0.534884,03bc25e723294da347f799e76517175dce4dd994389fe2a13baced6eddbd013b,/home/user/LnL/DFS_HK5/pre_trained_model_raw/Citeseer.GraphCL.GCN.256_hidden_dim.preprocess_svd_100.aug1_maskN.aug2_dropN.lr_0.001.ratio_0.3.seed_4.pth,/home/user/LnL/DFS_HK5/logs/citeseer_svd100_to_cora_svd100_graphcl_135/run_logs/a1_maskN__a2_dropN__r_0.3__s_4.attempt_20260804T155138Z_1343893.log,2026-08-04T15:52:15+00:00,
a1=maskN|a2=permE|r=0.3|s=4,ok,maskN,permE,0.3,0.001,4,Citeseer_Nettack_LCC,Cora_full_clean,3703,1433,100,independent_svd_shape_only,c5acb8034c33d907e4aec92fda71254e59b556367d9c96a92964f75044bbbb3e,100->256->256,2708,13264,5,1,35,265,2408,0.396226,0.450581,987b99ef876b38e785f64609024c66a6435ec79da15723a47ddace183db60736,/home/user/LnL/DFS_HK5/pre_trained_model_raw/Citeseer.GraphCL.GCN.256_hidden_dim.preprocess_svd_100.aug1_maskN.aug2_permE.lr_0.001.ratio_0.3.seed_4.pth,/home/user/LnL/DFS_HK5/logs/citeseer_svd100_to_cora_svd100_graphcl_135/run_logs/a1_maskN__a2_permE__r_0.3__s_4.attempt_20260804T155218Z_1343893.log,2026-08-04T15:52:55+00:00,
a1=maskN|a2=maskN|r=0.3|s=4,ok,maskN,maskN,0.3,0.001,4,Citeseer_Nettack_LCC,Cora_full_clean,3703,1433,100,independent_svd_shape_only,c5acb8034c33d907e4aec92fda71254e59b556367d9c96a92964f75044bbbb3e,100->256->256,2708,13264,5,1,35,265,2408,0.460377,0.458056,351b2bc37c2c0302ab2f959716730f68b3a2999c9b8a380bd95c938de12432fb,/home/user/LnL/DFS_HK5/pre_trained_model_raw/Citeseer.GraphCL.GCN.256_hidden_dim.preprocess_svd_100.aug1_maskN.aug2_maskN.lr_0.001.ratio_0.3.seed_4.pth,/home/user/LnL/DFS_HK5/logs/citeseer_svd100_to_cora_svd100_graphcl_135/run_logs/a1_maskN__a2_maskN__r_0.3__s_4.attempt_20260804T155258Z_1343893.log,2026-08-04T15:53:36+00:00,
a1=dropN|a2=dropN|r=0.1|s=5,ok,dropN,dropN,0.1,0.001,5,Citeseer_Nettack_LCC,Cora_full_clean,3703,1433,100,independent_svd_shape_only,c5acb8034c33d907e4aec92fda71254e59b556367d9c96a92964f75044bbbb3e,100->256->256,2708,13264,5,1,35,265,2408,0.430189,0.418605,470868a9d2e5597ea37bb38360ce71bc50bd93ec9716f5359349820c3357612b,/home/user/LnL/DFS_HK5/pre_trained_model_raw/Citeseer.GraphCL.GCN.256_hidden_dim.preprocess_svd_100.aug1_dropN.aug2_dropN.lr_0.001.ratio_0.1.seed_5.pth,/home/user/LnL/DFS_HK5/logs/citeseer_svd100_to_cora_svd100_graphcl_135/run_logs/a1_dropN__a2_dropN__r_0.1__s_5.attempt_20260804T155339Z_1343893.log,2026-08-04T15:54:17+00:00,
a1=dropN|a2=permE|r=0.1|s=5,ok,dropN,permE,0.1,0.001,5,Citeseer_Nettack_LCC,Cora_full_clean,3703,1433,100,independent_svd_shape_only,c5acb8034c33d907e4aec92fda71254e59b556367d9c96a92964f75044bbbb3e,100->256->256,2708,13264,5,1,35,265,2408,0.403774,0.394518,c38db65933651ecac6e19d88c58fc2209abcb85a479d353a73339411a6e5ab1f,/home/user/LnL/DFS_HK5/pre_trained_model_raw/Citeseer.GraphCL.GCN.256_hidden_dim.preprocess_svd_100.aug1_dropN.aug2_permE.lr_0.001.ratio_0.1.seed_5.pth,/home/user/LnL/DFS_HK5/logs/citeseer_svd100_to_cora_svd100_graphcl_135/run_logs/a1_dropN__a2_permE__r_0.1__s_5.attempt_20260804T155419Z_1343893.log,2026-08-04T15:54:57+00:00,
a1=dropN|a2=maskN|r=0.1|s=5,ok,dropN,maskN,0.1,0.001,5,Citeseer_Nettack_LCC,Cora_full_clean,3703,1433,100,independent_svd_shape_only,c5acb8034c33d907e4aec92fda71254e59b556367d9c96a92964f75044bbbb3e,100->256->256,2708,13264,5,1,35,265,2408,0.430189,0.424003,7dbdf8f70ca56797a748f140d28845afee0e06224ac3d353088ba316cf981581,/home/user/LnL/DFS_HK5/pre_trained_model_raw/Citeseer.GraphCL.GCN.256_hidden_dim.preprocess_svd_100.aug1_dropN.aug2_maskN.lr_0.001.ratio_0.1.seed_5.pth,/home/user/LnL/DFS_HK5/logs/citeseer_svd100_to_cora_svd100_graphcl_135/run_logs/a1_dropN__a2_maskN__r_0.1__s_5.attempt_20260804T155500Z_1343893.log,2026-08-04T15:55:37+00:00,
a1=permE|a2=dropN|r=0.1|s=5,ok,permE,dropN,0.1,0.001,5,Citeseer_Nettack_LCC,Cora_full_clean,3703,1433,100,independent_svd_shape_only,c5acb8034c33d907e4aec92fda71254e59b556367d9c96a92964f75044bbbb3e,100->256->256,2708,13264,5,1,35,265,2408,0.433962,0.440199,263a74fbadbcda2e5090c61a99889b2cfa15590fe1f48a145a72689089be907c,/home/user/LnL/DFS_HK5/pre_trained_model_raw/Citeseer.GraphCL.GCN.256_hidden_dim.preprocess_svd_100.aug1_permE.aug2_dropN.lr_0.001.ratio_0.1.seed_5.pth,/home/user/LnL/DFS_HK5/logs/citeseer_svd100_to_cora_svd100_graphcl_135/run_logs/a1_permE__a2_dropN__r_0.1__s_5.attempt_20260804T155540Z_1343893.log,2026-08-04T15:56:18+00:00,
a1=permE|a2=permE|r=0.1|s=5,ok,permE,permE,0.1,0.001,5,Citeseer_Nettack_LCC,Cora_full_clean,3703,1433,100,independent_svd_shape_only,c5acb8034c33d907e4aec92fda71254e59b556367d9c96a92964f75044bbbb3e,100->256->256,2708,13264,5,1,35,265,2408,0.369811,0.389120,749490ba5ea8cac169dc0b39371cf40e6aac2c129d2252d4c43c77aea3d79af2,/home/user/LnL/DFS_HK5/pre_trained_model_raw/Citeseer.GraphCL.GCN.256_hidden_dim.preprocess_svd_100.aug1_permE.aug2_permE.lr_0.001.ratio_0.1.seed_5.pth,/home/user/LnL/DFS_HK5/logs/citeseer_svd100_to_cora_svd100_graphcl_135/run_logs/a1_permE__a2_permE__r_0.1__s_5.attempt_20260804T155621Z_1343893.log,2026-08-04T15:56:59+00:00,
a1=permE|a2=maskN|r=0.1|s=5,ok,permE,maskN,0.1,0.001,5,Citeseer_Nettack_LCC,Cora_full_clean,3703,1433,100,independent_svd_shape_only,c5acb8034c33d907e4aec92fda71254e59b556367d9c96a92964f75044bbbb3e,100->256->256,2708,13264,5,1,35,265,2408,0.407547,0.436877,fc64bff7caaac8584e1e338ef50f8f10989908f43896b76289d39e29da7957d9,/home/user/LnL/DFS_HK5/pre_trained_model_raw/Citeseer.GraphCL.GCN.256_hidden_dim.preprocess_svd_100.aug1_permE.aug2_maskN.lr_0.001.ratio_0.1.seed_5.pth,/home/user/LnL/DFS_HK5/logs/citeseer_svd100_to_cora_svd100_graphcl_135/run_logs/a1_permE__a2_maskN__r_0.1__s_5.attempt_20260804T155701Z_1343893.log,2026-08-04T15:57:39+00:00,
a1=maskN|a2=dropN|r=0.1|s=5,ok,maskN,dropN,0.1,0.001,5,Citeseer_Nettack_LCC,Cora_full_clean,3703,1433,100,independent_svd_shape_only,c5acb8034c33d907e4aec92fda71254e59b556367d9c96a92964f75044bbbb3e,100->256->256,2708,13264,5,1,35,265,2408,0.381132,0.383721,10ff9675bc3f219472922ba34ea4e3084ab3c7761b1dffc27fd5cab29bc1a0fd,/home/user/LnL/DFS_HK5/pre_trained_model_raw/Citeseer.GraphCL.GCN.256_hidden_dim.preprocess_svd_100.aug1_maskN.aug2_dropN.lr_0.001.ratio_0.1.seed_5.pth,/home/user/LnL/DFS_HK5/logs/citeseer_svd100_to_cora_svd100_graphcl_135/run_logs/a1_maskN__a2_dropN__r_0.1__s_5.attempt_20260804T155742Z_1343893.log,2026-08-04T15:58:19+00:00,
a1=maskN|a2=permE|r=0.1|s=5,ok,maskN,permE,0.1,0.001,5,Citeseer_Nettack_LCC,Cora_full_clean,3703,1433,100,independent_svd_shape_only,c5acb8034c33d907e4aec92fda71254e59b556367d9c96a92964f75044bbbb3e,100->256->256,2708,13264,5,1,35,265,2408,0.418868,0.454319,ea36e7e24fce5fcd5afbbdc90f93c01a597c913efbff330aeb3f3462a2cd0ac9,/home/user/LnL/DFS_HK5/pre_trained_model_raw/Citeseer.GraphCL.GCN.256_hidden_dim.preprocess_svd_100.aug1_maskN.aug2_permE.lr_0.001.ratio_0.1.seed_5.pth,/home/user/LnL/DFS_HK5/logs/citeseer_svd100_to_cora_svd100_graphcl_135/run_logs/a1_maskN__a2_permE__r_0.1__s_5.attempt_20260804T155822Z_1343893.log,2026-08-04T15:59:00+00:00,
a1=maskN|a2=maskN|r=0.1|s=5,ok,maskN,maskN,0.1,0.001,5,Citeseer_Nettack_LCC,Cora_full_clean,3703,1433,100,independent_svd_shape_only,c5acb8034c33d907e4aec92fda71254e59b556367d9c96a92964f75044bbbb3e,100->256->256,2708,13264,5,1,35,265,2408,0.381132,0.388289,18fb74edae836565a7940f747689916e7036307f4ccab6a1bc7c466f11e9587a,/home/user/LnL/DFS_HK5/pre_trained_model_raw/Citeseer.GraphCL.GCN.256_hidden_dim.preprocess_svd_100.aug1_maskN.aug2_maskN.lr_0.001.ratio_0.1.seed_5.pth,/home/user/LnL/DFS_HK5/logs/citeseer_svd100_to_cora_svd100_graphcl_135/run_logs/a1_maskN__a2_maskN__r_0.1__s_5.attempt_20260804T155903Z_1343893.log,2026-08-04T15:59:40+00:00,
a1=dropN|a2=dropN|r=0.2|s=5,ok,dropN,dropN,0.2,0.001,5,Citeseer_Nettack_LCC,Cora_full_clean,3703,1433,100,independent_svd_shape_only,c5acb8034c33d907e4aec92fda71254e59b556367d9c96a92964f75044bbbb3e,100->256->256,2708,13264,5,1,35,265,2408,0.294340,0.357973,7087982b14e3d2b008249a053e87a9546e77daaf9a366293506b520511ccbc62,/home/user/LnL/DFS_HK5/pre_trained_model_raw/Citeseer.GraphCL.GCN.256_hidden_dim.preprocess_svd_100.aug1_dropN.aug2_dropN.lr_0.001.ratio_0.2.seed_5.pth,/home/user/LnL/DFS_HK5/logs/citeseer_svd100_to_cora_svd100_graphcl_135/run_logs/a1_dropN__a2_dropN__r_0.2__s_5.attempt_20260804T155943Z_1343893.log,2026-08-04T16:00:21+00:00,
a1=dropN|a2=permE|r=0.2|s=5,ok,dropN,permE,0.2,0.001,5,Citeseer_Nettack_LCC,Cora_full_clean,3703,1433,100,independent_svd_shape_only,c5acb8034c33d907e4aec92fda71254e59b556367d9c96a92964f75044bbbb3e,100->256->256,2708,13264,5,1,35,265,2408,0.392453,0.420266,8e37682691e4b36e0f3935d46ea4a5f39f60a9b68c6c3a85b002064cd45a6814,/home/user/LnL/DFS_HK5/pre_trained_model_raw/Citeseer.GraphCL.GCN.256_hidden_dim.preprocess_svd_100.aug1_dropN.aug2_permE.lr_0.001.ratio_0.2.seed_5.pth,/home/user/LnL/DFS_HK5/logs/citeseer_svd100_to_cora_svd100_graphcl_135/run_logs/a1_dropN__a2_permE__r_0.2__s_5.attempt_20260804T160023Z_1343893.log,2026-08-04T16:01:02+00:00,
a1=dropN|a2=maskN|r=0.2|s=5,ok,dropN,maskN,0.2,0.001,5,Citeseer_Nettack_LCC,Cora_full_clean,3703,1433,100,independent_svd_shape_only,c5acb8034c33d907e4aec92fda71254e59b556367d9c96a92964f75044bbbb3e,100->256->256,2708,13264,5,1,35,265,2408,0.400000,0.409884,4de3cb5bfe9e0056b55e4070ef5b075d3742886adec35402cad3b544007df838,/home/user/LnL/DFS_HK5/pre_trained_model_raw/Citeseer.GraphCL.GCN.256_hidden_dim.preprocess_svd_100.aug1_dropN.aug2_maskN.lr_0.001.ratio_0.2.seed_5.pth,/home/user/LnL/DFS_HK5/logs/citeseer_svd100_to_cora_svd100_graphcl_135/run_logs/a1_dropN__a2_maskN__r_0.2__s_5.attempt_20260804T160104Z_1343893.log,2026-08-04T16:01:42+00:00,
a1=permE|a2=dropN|r=0.2|s=5,ok,permE,dropN,0.2,0.001,5,Citeseer_Nettack_LCC,Cora_full_clean,3703,1433,100,independent_svd_shape_only,c5acb8034c33d907e4aec92fda71254e59b556367d9c96a92964f75044bbbb3e,100->256->256,2708,13264,5,1,35,265,2408,0.430189,0.492525,4b46b1138592a865f435f58171c1654283106f1ccab29c73dd082be21b631168,/home/user/LnL/DFS_HK5/pre_trained_model_raw/Citeseer.GraphCL.GCN.256_hidden_dim.preprocess_svd_100.aug1_permE.aug2_dropN.lr_0.001.ratio_0.2.seed_5.pth,/home/user/LnL/DFS_HK5/logs/citeseer_svd100_to_cora_svd100_graphcl_135/run_logs/a1_permE__a2_dropN__r_0.2__s_5.attempt_20260804T160145Z_1343893.log,2026-08-04T16:02:23+00:00,
a1=permE|a2=permE|r=0.2|s=5,ok,permE,permE,0.2,0.001,5,Citeseer_Nettack_LCC,Cora_full_clean,3703,1433,100,independent_svd_shape_only,c5acb8034c33d907e4aec92fda71254e59b556367d9c96a92964f75044bbbb3e,100->256->256,2708,13264,5,1,35,265,2408,0.415094,0.396179,3992db408c09e0742758f6588d416366c2bcc023ad0a1d1bfde249d59d1d3750,/home/user/LnL/DFS_HK5/pre_trained_model_raw/Citeseer.GraphCL.GCN.256_hidden_dim.preprocess_svd_100.aug1_permE.aug2_permE.lr_0.001.ratio_0.2.seed_5.pth,/home/user/LnL/DFS_HK5/logs/citeseer_svd100_to_cora_svd100_graphcl_135/run_logs/a1_permE__a2_permE__r_0.2__s_5.attempt_20260804T160225Z_1343893.log,2026-08-04T16:03:03+00:00,
a1=permE|a2=maskN|r=0.2|s=5,ok,permE,maskN,0.2,0.001,5,Citeseer_Nettack_LCC,Cora_full_clean,3703,1433,100,independent_svd_shape_only,c5acb8034c33d907e4aec92fda71254e59b556367d9c96a92964f75044bbbb3e,100->256->256,2708,13264,5,1,35,265,2408,0.422642,0.378738,364e1f4a4d617a4b15af04e557eb68eb080c32c1b59321d88f4e1ffeaa9a6a33,/home/user/LnL/DFS_HK5/pre_trained_model_raw/Citeseer.GraphCL.GCN.256_hidden_dim.preprocess_svd_100.aug1_permE.aug2_maskN.lr_0.001.ratio_0.2.seed_5.pth,/home/user/LnL/DFS_HK5/logs/citeseer_svd100_to_cora_svd100_graphcl_135/run_logs/a1_permE__a2_maskN__r_0.2__s_5.attempt_20260804T160306Z_1343893.log,2026-08-04T16:03:43+00:00,
a1=maskN|a2=dropN|r=0.2|s=5,ok,maskN,dropN,0.2,0.001,5,Citeseer_Nettack_LCC,Cora_full_clean,3703,1433,100,independent_svd_shape_only,c5acb8034c33d907e4aec92fda71254e59b556367d9c96a92964f75044bbbb3e,100->256->256,2708,13264,5,1,35,265,2408,0.415094,0.438123,4e35eafe79e8be0833e5f6287ed96221757896482d289170e4c7b538ea4d3455,/home/user/LnL/DFS_HK5/pre_trained_model_raw/Citeseer.GraphCL.GCN.256_hidden_dim.preprocess_svd_100.aug1_maskN.aug2_dropN.lr_0.001.ratio_0.2.seed_5.pth,/home/user/LnL/DFS_HK5/logs/citeseer_svd100_to_cora_svd100_graphcl_135/run_logs/a1_maskN__a2_dropN__r_0.2__s_5.attempt_20260804T160346Z_1343893.log,2026-08-04T16:04:24+00:00,
a1=maskN|a2=permE|r=0.2|s=5,ok,maskN,permE,0.2,0.001,5,Citeseer_Nettack_LCC,Cora_full_clean,3703,1433,100,independent_svd_shape_only,c5acb8034c33d907e4aec92fda71254e59b556367d9c96a92964f75044bbbb3e,100->256->256,2708,13264,5,1,35,265,2408,0.396226,0.434385,c4f08408cadaf74e53aae6f584247d8f1673b66675fd8aefe2df8700ce3a5972,/home/user/LnL/DFS_HK5/pre_trained_model_raw/Citeseer.GraphCL.GCN.256_hidden_dim.preprocess_svd_100.aug1_maskN.aug2_permE.lr_0.001.ratio_0.2.seed_5.pth,/home/user/LnL/DFS_HK5/logs/citeseer_svd100_to_cora_svd100_graphcl_135/run_logs/a1_maskN__a2_permE__r_0.2__s_5.attempt_20260804T160426Z_1343893.log,2026-08-04T16:05:04+00:00,
a1=maskN|a2=maskN|r=0.2|s=5,ok,maskN,maskN,0.2,0.001,5,Citeseer_Nettack_LCC,Cora_full_clean,3703,1433,100,independent_svd_shape_only,c5acb8034c33d907e4aec92fda71254e59b556367d9c96a92964f75044bbbb3e,100->256->256,2708,13264,5,1,35,265,2408,0.369811,0.398671,fd712be67f6d3d04735caa2c14b96d6f47b2920329f1874b2c4399a30509017c,/home/user/LnL/DFS_HK5/pre_trained_model_raw/Citeseer.GraphCL.GCN.256_hidden_dim.preprocess_svd_100.aug1_maskN.aug2_maskN.lr_0.001.ratio_0.2.seed_5.pth,/home/user/LnL/DFS_HK5/logs/citeseer_svd100_to_cora_svd100_graphcl_135/run_logs/a1_maskN__a2_maskN__r_0.2__s_5.attempt_20260804T160507Z_1343893.log,2026-08-04T16:05:44+00:00,
a1=dropN|a2=dropN|r=0.3|s=5,ok,dropN,dropN,0.3,0.001,5,Citeseer_Nettack_LCC,Cora_full_clean,3703,1433,100,independent_svd_shape_only,c5acb8034c33d907e4aec92fda71254e59b556367d9c96a92964f75044bbbb3e,100->256->256,2708,13264,5,1,35,265,2408,0.358491,0.417774,51da7fe660253e188ca5cdf0efcd75e1d91239221ec653e7de8700b715ab0274,/home/user/LnL/DFS_HK5/pre_trained_model_raw/Citeseer.GraphCL.GCN.256_hidden_dim.preprocess_svd_100.aug1_dropN.aug2_dropN.lr_0.001.ratio_0.3.seed_5.pth,/home/user/LnL/DFS_HK5/logs/citeseer_svd100_to_cora_svd100_graphcl_135/run_logs/a1_dropN__a2_dropN__r_0.3__s_5.attempt_20260804T160547Z_1343893.log,2026-08-04T16:06:25+00:00,
a1=dropN|a2=permE|r=0.3|s=5,ok,dropN,permE,0.3,0.001,5,Citeseer_Nettack_LCC,Cora_full_clean,3703,1433,100,independent_svd_shape_only,c5acb8034c33d907e4aec92fda71254e59b556367d9c96a92964f75044bbbb3e,100->256->256,2708,13264,5,1,35,265,2408,0.422642,0.426495,a963f3ebe0199e1807e205e8f32941ef595b17e4c9bee47e032977a73dd4a400,/home/user/LnL/DFS_HK5/pre_trained_model_raw/Citeseer.GraphCL.GCN.256_hidden_dim.preprocess_svd_100.aug1_dropN.aug2_permE.lr_0.001.ratio_0.3.seed_5.pth,/home/user/LnL/DFS_HK5/logs/citeseer_svd100_to_cora_svd100_graphcl_135/run_logs/a1_dropN__a2_permE__r_0.3__s_5.attempt_20260804T160628Z_1343893.log,2026-08-04T16:07:05+00:00,
a1=dropN|a2=maskN|r=0.3|s=5,ok,dropN,maskN,0.3,0.001,5,Citeseer_Nettack_LCC,Cora_full_clean,3703,1433,100,independent_svd_shape_only,c5acb8034c33d907e4aec92fda71254e59b556367d9c96a92964f75044bbbb3e,100->256->256,2708,13264,5,1,35,265,2408,0.381132,0.396179,6f3426ad68cb8cfc28d28bdf54f0ac490d50c1c2c206588ae8a1066d53b7ee33,/home/user/LnL/DFS_HK5/pre_trained_model_raw/Citeseer.GraphCL.GCN.256_hidden_dim.preprocess_svd_100.aug1_dropN.aug2_maskN.lr_0.001.ratio_0.3.seed_5.pth,/home/user/LnL/DFS_HK5/logs/citeseer_svd100_to_cora_svd100_graphcl_135/run_logs/a1_dropN__a2_maskN__r_0.3__s_5.attempt_20260804T160708Z_1343893.log,2026-08-04T16:07:46+00:00,
a1=permE|a2=dropN|r=0.3|s=5,ok,permE,dropN,0.3,0.001,5,Citeseer_Nettack_LCC,Cora_full_clean,3703,1433,100,independent_svd_shape_only,c5acb8034c33d907e4aec92fda71254e59b556367d9c96a92964f75044bbbb3e,100->256->256,2708,13264,5,1,35,265,2408,0.467925,0.489203,5bbc441fd527b075c3408fee53425bacafcf283b9fee89950ad728ebac4aed99,/home/user/LnL/DFS_HK5/pre_trained_model_raw/Citeseer.GraphCL.GCN.256_hidden_dim.preprocess_svd_100.aug1_permE.aug2_dropN.lr_0.001.ratio_0.3.seed_5.pth,/home/user/LnL/DFS_HK5/logs/citeseer_svd100_to_cora_svd100_graphcl_135/run_logs/a1_permE__a2_dropN__r_0.3__s_5.attempt_20260804T160749Z_1343893.log,2026-08-04T16:08:27+00:00,
a1=permE|a2=permE|r=0.3|s=5,ok,permE,permE,0.3,0.001,5,Citeseer_Nettack_LCC,Cora_full_clean,3703,1433,100,independent_svd_shape_only,c5acb8034c33d907e4aec92fda71254e59b556367d9c96a92964f75044bbbb3e,100->256->256,2708,13264,5,1,35,265,2408,0.422642,0.444352,83811e3610c41aa40cf3b43c7457386442f5962afed8bab647617b9f4e16ece4,/home/user/LnL/DFS_HK5/pre_trained_model_raw/Citeseer.GraphCL.GCN.256_hidden_dim.preprocess_svd_100.aug1_permE.aug2_permE.lr_0.001.ratio_0.3.seed_5.pth,/home/user/LnL/DFS_HK5/logs/citeseer_svd100_to_cora_svd100_graphcl_135/run_logs/a1_permE__a2_permE__r_0.3__s_5.attempt_20260804T160829Z_1343893.log,2026-08-04T16:09:07+00:00,
a1=permE|a2=maskN|r=0.3|s=5,ok,permE,maskN,0.3,0.001,5,Citeseer_Nettack_LCC,Cora_full_clean,3703,1433,100,independent_svd_shape_only,c5acb8034c33d907e4aec92fda71254e59b556367d9c96a92964f75044bbbb3e,100->256->256,2708,13264,5,1,35,265,2408,0.403774,0.426080,2b29932292d5ad1d914ffb8139660623f284e283ea4d0e3e720884450c3a3370,/home/user/LnL/DFS_HK5/pre_trained_model_raw/Citeseer.GraphCL.GCN.256_hidden_dim.preprocess_svd_100.aug1_permE.aug2_maskN.lr_0.001.ratio_0.3.seed_5.pth,/home/user/LnL/DFS_HK5/logs/citeseer_svd100_to_cora_svd100_graphcl_135/run_logs/a1_permE__a2_maskN__r_0.3__s_5.attempt_20260804T160910Z_1343893.log,2026-08-04T16:09:48+00:00,
a1=maskN|a2=dropN|r=0.3|s=5,ok,maskN,dropN,0.3,0.001,5,Citeseer_Nettack_LCC,Cora_full_clean,3703,1433,100,independent_svd_shape_only,c5acb8034c33d907e4aec92fda71254e59b556367d9c96a92964f75044bbbb3e,100->256->256,2708,13264,5,1,35,265,2408,0.403774,0.426495,3727784f61c473ac939fbc90b5bb9cc49c52b156326bed624f2a5254eb8b661e,/home/user/LnL/DFS_HK5/pre_trained_model_raw/Citeseer.GraphCL.GCN.256_hidden_dim.preprocess_svd_100.aug1_maskN.aug2_dropN.lr_0.001.ratio_0.3.seed_5.pth,/home/user/LnL/DFS_HK5/logs/citeseer_svd100_to_cora_svd100_graphcl_135/run_logs/a1_maskN__a2_dropN__r_0.3__s_5.attempt_20260804T160950Z_1343893.log,2026-08-04T16:10:28+00:00,
a1=maskN|a2=permE|r=0.3|s=5,ok,maskN,permE,0.3,0.001,5,Citeseer_Nettack_LCC,Cora_full_clean,3703,1433,100,independent_svd_shape_only,c5acb8034c33d907e4aec92fda71254e59b556367d9c96a92964f75044bbbb3e,100->256->256,2708,13264,5,1,35,265,2408,0.354717,0.383721,f4be2ec78f69106821e5bd430f75407ad0b289d84d36dea4677fd0bfbf6ab1ff,/home/user/LnL/DFS_HK5/pre_trained_model_raw/Citeseer.GraphCL.GCN.256_hidden_dim.preprocess_svd_100.aug1_maskN.aug2_permE.lr_0.001.ratio_0.3.seed_5.pth,/home/user/LnL/DFS_HK5/logs/citeseer_svd100_to_cora_svd100_graphcl_135/run_logs/a1_maskN__a2_permE__r_0.3__s_5.attempt_20260804T161031Z_1343893.log,2026-08-04T16:11:08+00:00,
a1=maskN|a2=maskN|r=0.3|s=5,ok,maskN,maskN,0.3,0.001,5,Citeseer_Nettack_LCC,Cora_full_clean,3703,1433,100,independent_svd_shape_only,c5acb8034c33d907e4aec92fda71254e59b556367d9c96a92964f75044bbbb3e,100->256->256,2708,13264,5,1,35,265,2408,0.366038,0.393272,abc13f02de3d9d815a355fb77d038a8bc7e6beb852c41b08de9a58cc5b119335,/home/user/LnL/DFS_HK5/pre_trained_model_raw/Citeseer.GraphCL.GCN.256_hidden_dim.preprocess_svd_100.aug1_maskN.aug2_maskN.lr_0.001.ratio_0.3.seed_5.pth,/home/user/LnL/DFS_HK5/logs/citeseer_svd100_to_cora_svd100_graphcl_135/run_logs/a1_maskN__a2_maskN__r_0.3__s_5.attempt_20260804T161111Z_1343893.log,2026-08-04T16:11:49+00:00,
